연도,총부채,자본총계,부채비율 (%)
2015,10925156000000,8097852000000,134.91
2016,11420898000000,8920274000000,128.03
2017,12341065000000,9662624000000,127.72
2018,12105993000000,10524985000000,115.02
2019,13739728000000,10999548000000,124.91
2020,13720298000000,10756545000000,127.55
2021,16988343000000,14202944000000,119.61
2022,17434432000000,16487810000000,105.74
2023,34448425000000,17625195000000,195.45
