연도,총부채,자본총계,부채비율 (%)
2015,430262047043,1769519129008,24.32
2016,465295073708,1885562660878,24.68
2017,797327860834,2729239299785,29.21
2018,562307308920,2378971405124,23.64
2019,834211969584,2512165430801,33.21
2020,936521663466,3144687233156,29.78
2021,1430662643098,3151226726374,45.4
2022,1239083608249,3198548842532,38.74
2023,1140771883353,3253028540550,35.07
