연도,총부채,자본총계,부채비율 (%)
2015,5713866000000,228635000000,2499.12
2016,3446776000000,951322000000,362.31
2017,2705498000000,896920000000,301.64
2018,3081769000000,1039671000000,296.42
2019,6069878000000,1090309000000,556.71
2020,7684812000000,1688548000000,455.11
2021,7517806000000,10358294000000,72.58
2022,5285543000000,20687912000000,25.55
2023,4272550000000,21440813000000,19.93
